feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78
0.011099987,-0.16525576,0.013244882,0.022119122,0.37185267,-0.17155254,-0.09090207,-0.01426492,-0.057001665,0.009858654,0.052624855,0.016647993,-0.027594926,0.009495036,0.028848544,0.032715574,0.00063817686,0.009194486,-0.074543394,0.06674252,-0.031798076,0.0232599,0.014047878,0.0030720711,-0.0043647755,0.0015257567,-0.022505287,0.0068816002,0.022782128,-0.008512164,0.0005929226,0.021673787,0.036365427,0.46269357,-0.023431515,-0.03658419,-0.3495252,-0.016528955,-0.13002096,0.11422679,-0.08634608,0.086880244,0.058014937,-0.06282815,0.12512009,-0.111017525,-0.12853363,-0.08205777,-0.09720978,-0.04033123,0.18741007,-0.19434692,0.1876481,0.13963251,-0.14971572,0.23494577,-0.10253093,-0.11249486,-0.20180963,-0.060375012,0.04325433,-0.00015406015,0.018958818,0.0047133644,0.0156973,-0.06092911,0.0483492,0.0066365926,0.039234076,0.041102882,-0.06953212,-0.031776972,0.009759261,0.06493095,0.08105302,-0.098157056,-0.08671876,0.0016716744,0.01771001
0.0005902814,0.25202334,-0.004835541,-0.012800489,-0.3223565,0.1446869,-0.009156006,0.12499022,-0.0075742714,-0.012320654,-0.038721524,-0.0041688737,0.0449092,-0.010432201,-0.050669573,-0.028404089,0.025517922,-0.011674116,-0.14771344,0.09865091,0.055729542,-0.023463042,-0.0072042854,0.00027312886,-0.01666506,0.016905148,0.0126907155,-0.016156316,-0.025944065,0.0010101952,-0.008273222,-0.023441115,0.017053816,0.16799673,0.0006119369,0.00023540852,-0.051012475,0.093155675,0.1660658,0.012512748,-0.017229188,0.022181164,0.115688436,0.0043238294,0.13321194,0.027200636,-0.11639152,-0.11643471,-0.14699058,-0.05367439,0.07369603,0.14457682,0.14359581,0.14091998,0.015951416,0.16832441,0.029744873,-0.109662116,-0.168866,-0.1345833,-0.03415527,0.029599415,-0.032518677,-0.040705506,-0.038258888,-0.16189866,0.105676316,0.082787775,0.09543712,0.0011870903,-0.002659452,-0.1264032,-0.102221616,-0.25365385,-0.26785368,0.33427346,0.32495242,-0.04377721,-0.046094794
-0.037259784,-0.33115274,-0.024753502,-0.015680598,0.3699794,-0.11761295,-0.055284925,-0.049321465,-0.050154004,-0.01952946,-0.10914461,-0.029449347,0.07220302,-0.114975855,0.021857437,-0.109895036,0.042508077,-0.054392666,0.024719208,-0.10271848,0.069050126,-0.024546366,-0.013554398,0.04921244,-0.07515037,-0.07972137,-0.05991372,-0.10475891,-0.09245473,-0.03537871,-0.03295281,-0.027389692,0.06645288,-0.037150983,0.06028621,0.059861343,-0.005391666,-0.113439284,-0.1767241,-0.025569763,0.04329343,-0.059067957,0.015971856,0.039883558,-0.05331851,-0.11889842,0.0840895,0.06050074,0.007907705,0.00781536,-0.014043437,0.20699374,-0.018519828,-0.0030841918,-0.16064176,-0.124503635,-0.10968979,0.09183402,0.069454,0.025973026,0.01189406,0.20886824,-0.049004886,-0.05734923,-0.05470201,0.044871334,-0.1397224,0.058910377,-0.13523123,0.007817035,0.07769891,-0.04934698,0.044408347,-0.25256908,-0.23221399,0.30013573,0.3183757,-0.05768031,-0.029514704
0.007690728,0.10683231,0.006163462,0.0060461476,-0.07713738,-0.026746737,0.10012382,-0.022114636,-0.013552029,0.026701402,-0.031456828,0.028148595,0.037468605,0.021781735,0.0076029436,-0.049992036,-0.04444825,-0.03997447,0.029600568,0.011962747,0.6724445,0.10982768,-0.018890383,-0.0021773886,-0.42130548,-0.24740446,-0.11060093,-0.22218338,-0.17816947,-0.04178502,-0.013513207,0.1043424,0.03877528,0.038596645,0.03510511,0.03202061,-0.018882966,0.012089675,0.01102363,-0.047853913,-0.050925884,-0.115099676,0.06505953,0.043681774,0.120148025,0.023117408,0.039766252,-0.008530695,-0.012097232,-0.014740465,-0.0133203305,0.022572381,-0.05137831,0.029023053,-0.074493214,0.074453846,0.016204236,0.032384373,-0.01076908,-0.0156224035,-0.010334818,0.13117824,-0.021425104,-0.06357678,-0.038325816,0.024273546,-0.008159922,0.04702931,0.032480706,0.015418052,0.02190392,-0.0053788475,-0.0041161957,0.12213443,0.118398145,-0.11493599,-0.11353288,0.041169174,0.03643881
-0.0947722,0.10459413,-0.100253716,-0.1048654,-0.07349079,-0.03193783,0.11385899,-0.07275734,-0.06597813,-0.0121242525,-0.07199152,0.0008724758,0.01559261,0.002388053,-0.05268887,-0.032659125,0.04667016,-0.014997539,0.0037009993,0.041709263,-0.17128947,-0.13554788,0.04173815,0.11900363,0.13960685,0.10524071,-0.020898473,0.010639762,-0.0061582965,-0.017697604,-0.029135132,-0.13381682,0.2061212,0.02236515,0.190496,0.19470146,0.02152443,0.031681754,0.057169978,0.104418114,0.045864437,-0.08154605,0.14649627,-0.038097713,-0.069217905,0.06018707,-0.061881788,-0.05951861,0.06770329,-0.079138875,0.11480002,0.20173815,-0.063022316,0.16575179,-0.19826551,-0.077327035,0.054220207,-0.05032817,-0.08544657,0.05216368,-0.100924574,0.60064507,-0.043520357,-0.06479814,-0.05347618,-0.017427001,0.021832446,0.02353156,-0.02304388,-0.04301961,0.0033590253,0.03049828,-0.06126672,0.12427277,0.11645946,-0.14663678,-0.15911578,0.029558353,0.018175026
-0.06622962,-0.15194258,-0.060384583,-0.055989735,0.047600094,0.15757273,-0.275966,0.19763051,0.12935476,-0.00039792559,-0.06678607,-0.0054267393,0.0069019585,0.00450527,0.010836816,0.023548614,-0.036926765,0.0121299885,-0.07619589,0.033840254,0.016490733,-0.04416517,0.02305507,0.06573665,0.0024318614,0.026467327,-0.023794277,-0.024941955,-0.019688798,0.01918239,0.025879258,-0.043549355,0.1210973,-0.077071026,0.11278986,0.11535533,0.026557373,-0.0033372089,0.085032016,-0.26112595,0.018624948,0.23650207,-0.20756137,-0.022771833,0.108799465,-0.0368776,-0.054157075,0.08904847,-0.17308119,0.18827802,-0.27530903,-0.004161973,0.22335653,-0.1989604,0.14946152,0.16716239,-0.033429425,-0.039491374,0.09942448,-0.19180244,0.19591993,0.34062016,-0.019987086,0.0101890275,-0.0074169673,-0.0741896,0.015468177,0.0012691107,0.09384122,-0.0039585554,0.01563609,-0.11409227,0.026989816,0.06768049,0.05562613,-0.071359605,-0.07776784,0.031767208,0.01852081
0.027410364,-0.19666496,0.041354116,0.043286752,0.058711104,0.20759673,-0.29061246,0.111057945,-0.045082036,0.014976714,0.012490493,-0.00668761,0.039855745,-0.07221322,-0.039118793,-0.11964204,0.0304722,-0.06896297,-0.16607879,0.14926423,0.044978935,-0.00018206242,-0.061510973,-0.030209221,0.00829769,-0.047816355,0.007242654,-0.02202549,-0.02461688,-0.014810442,-0.061310552,-0.001675439,-0.09116891,0.012623891,-0.08607471,-0.083745666,0.010772792,0.18602803,0.21226111,-0.06868621,0.13981804,0.009283619,0.13717037,-0.009455797,-0.14947782,-0.10450867,-0.055537574,-0.039460655,0.00014498636,0.017866556,-0.09364296,0.43211523,-0.0383284,0.16647944,-0.21257034,-0.13930692,-0.101787515,-0.040930867,-0.03471944,0.041521035,0.031239547,-0.25047988,-0.009041506,0.0027709652,-0.008716035,-0.17344198,0.17195247,0.020442842,-0.17250013,-0.0971843,0.0584359,0.083498225,0.039380495,0.114983425,0.0935535,-0.1166234,-0.13789769,0.027078353,-0.0015336932
0.030216724,0.097343914,0.020856362,0.024201728,-0.031608995,-0.1445659,0.20712575,-0.05990555,0.026516303,0.0028305417,0.027724262,0.0071296743,0.06716499,-0.050266698,-0.042693496,-0.13537619,0.062391393,-0.08416273,0.15665688,-0.11933942,-0.114137515,-0.031834498,-0.036870267,-0.019057292,0.09116807,0.0077544977,0.0062355744,0.012982954,0.013231394,-0.022123117,-0.061451502,-0.030462906,-0.06996119,0.011521975,-0.07460107,-0.068095684,0.06780739,-0.10641928,-0.13714044,-0.09718741,-0.01709673,0.097460486,-0.09272336,-0.124151886,0.13244359,0.08067025,0.10331624,0.044803113,-0.17857666,-0.032221984,-0.08084218,0.4447936,0.1811558,-0.028417889,-0.32054305,0.25276142,0.07859909,0.11109606,0.059599385,-0.16507532,-0.024929672,-0.19157742,-0.010725933,-0.013982809,-0.014267504,0.15753567,-0.10378036,0.07812068,0.1213993,0.01280913,0.061888997,-0.24096383,-0.10660697,0.06452574,0.08036772,-0.09860545,-0.084150754,-0.0018504359,0.0082563795
-0.013690213,-0.09037911,-0.010074764,-0.0052304394,0.040112384,0.10175789,-0.06887437,-0.03708977,-0.017059691,-0.0154159665,-0.008488077,-0.0012239753,-0.028691472,-0.14368062,0.117573515,-0.0039889063,-0.027871579,-0.006445275,0.109670505,-0.122899234,0.05040233,-0.015861789,-0.00042922638,0.0353854,0.0069443015,-0.048486203,-0.00080512895,-0.022403361,-0.026959749,0.006347425,9.411519e-06,-0.018235521,0.005115632,0.05219381,0.0050937003,0.0074068527,-0.001810955,0.1609211,0.17736661,-0.14881003,-0.004196011,0.2952136,0.14462332,-0.10211555,-0.17864934,0.26815522,0.23610269,-0.10695637,0.019829461,-0.2307848,-0.13340768,-0.20173594,0.3107589,0.21906047,0.01629386,-0.034740563,0.2674432,0.23679103,-0.108822644,0.07283034,-0.21750696,0.021760961,-0.0026447806,0.061230365,0.021360682,0.067080736,-0.08744025,-0.025578462,-0.16156352,0.14708842,-0.047491413,-0.07823205,0.07077943,-0.00096741377,-0.015858753,0.017528666,0.0036938372,0.015613816,-0.0040296945
0.005928766,0.23693697,-0.0026959814,-0.0028464189,-0.06985519,-0.22695033,0.16996278,-0.009322729,-0.016156195,0.023250513,-0.011487098,-0.01763076,0.055220533,-0.063606866,0.008233567,-0.040554594,-0.07469588,-0.0317092,0.016741462,0.08213729,0.024831349,0.0019703577,-0.020850178,0.04274878,0.013359824,-0.10217754,-0.025680628,-0.02255309,-0.026902428,0.016762197,0.0037269979,-0.00039761196,-0.0061501223,0.01958151,-0.0042239167,-0.0065974533,-0.023597857,-0.18755078,-0.25392538,-0.14044204,0.094621316,0.29712853,0.2639876,-0.10177477,-0.2818219,-0.093238324,-0.23628564,0.035869524,-0.056746237,0.12203981,-0.25749627,-0.060329262,0.06663287,0.2536928,0.13889644,-0.2691902,-0.11561858,-0.22214288,0.046025638,-0.086295515,0.12902947,-0.017343856,0.014045528,0.11853747,0.045938063,0.054596003,0.033837073,0.052179124,-0.050417095,-0.026396332,0.06549917,-0.065433145,0.048436455,-0.0059619574,0.011979887,-0.013529607,0.011296082,-0.008208788,0.01991679
-0.008204559,-0.055032127,-0.007893707,-0.0118933255,0.11022119,-0.12657046,0.1194036,-0.1998228,-0.2768485,-0.05858892,-0.05398408,0.047342468,0.09272769,0.10967609,-0.15449691,-0.047296826,-0.09614773,-0.036345854,-0.06137243,0.02940165,-0.0042487606,-0.08896967,0.050845243,0.2062774,0.009568217,-0.08311199,-0.043941468,-0.10577428,-0.10369133,0.044524357,0.030740973,-0.086765446,-0.01683821,0.018998692,-0.015642129,-0.015690228,-0.062826,0.29716367,0.23594704,0.099511564,0.09347826,0.161789,-0.1150396,-0.17329502,-0.14567031,0.015912514,0.10783997,0.07195822,0.14772457,0.11726579,-0.0594635,-0.09204076,-0.19570158,-0.022665516,0.03162861,0.07536327,-0.04177902,0.12078132,0.0666714,0.02541961,0.09456339,-0.046891693,0.031326503,0.16397338,0.08474903,-0.09500966,0.10445708,0.12250195,0.31872907,-0.08266428,0.063153885,-0.17374848,-0.2330555,-0.0031522587,-0.018321626,0.05282755,0.03329829,0.0073288307,-0.022734914
0.009994536,0.00023736537,0.01116928,0.009188561,0.013413326,-0.001891479,-0.01689019,-0.015014843,-0.017811922,-0.04360219,0.10331436,0.09623733,0.02795546,-0.028529357,0.0076144217,0.087028235,0.09045837,0.05375717,0.007933021,0.0014494907,-0.06336718,0.036570787,0.1488653,-0.31181893,-0.5446244,0.60059226,0.048176493,0.006815197,0.0649463,-0.21200253,-0.014738748,0.03278265,0.025677994,-0.016840525,0.02217109,0.022882411,0.009040107,-0.0067484435,0.0035909722,-0.046943493,0.1067787,0.039966203,0.024497464,-0.040300246,-0.16036887,-0.038804986,0.028063526,0.017350486,0.046294395,0.021804877,-0.028416695,0.025999986,-0.027785316,0.065250196,-0.060119472,0.036755506,-0.028195675,0.0073789163,0.014355655,0.04032811,0.014995189,0.044713978,0.04558467,0.12687233,0.07212729,0.017956173,0.030226253,0.05067356,0.0691628,0.04518005,-0.0025872823,-0.13166599,-0.047866687,-0.021690805,-0.01772752,-0.0031007926,-0.0012741243,-0.012529164,-0.012273795
-0.007930037,-0.015658036,-0.0023166179,-0.0019055787,-0.04076359,0.1009101,-0.059262656,0.08266356,0.129602,0.04972049,-0.004612844,-0.05802424,0.060792476,0.039146513,-0.11106067,0.12181079,0.020346431,0.053713918,0.014237166,-0.06992325,0.10059817,0.05608441,-0.06457158,-0.08368684,0.056201253,-0.12252932,0.004169731,0.045036912,0.033771962,-0.010531245,0.0021484352,0.05334465,0.031555567,0.0021634966,0.024720574,0.033893503,0.04188368,-0.15713324,-0.10533316,0.16419123,0.26984805,0.18666148,-0.15771587,-0.20614994,-0.18282813,0.0021090575,-0.00010339137,-0.07278838,-0.09114522,-0.11719672,-0.015565506,0.016071552,-0.30333808,0.102809496,-0.007110025,0.44003233,-0.0329957,0.05448131,-0.0840997,-0.037253723,-0.10666711,0.08488655,0.048489183,0.25314856,0.12638558,0.07213237,-0.052669413,0.03060049,-0.1566162,-0.16513659,0.0958296,0.27743,-0.016829578,-0.019073777,-0.0017569247,0.03945742,0.0454556,-0.02597085,-0.011820394
-0.0033923346,0.021935673,-0.010984795,-0.007139545,0.017312426,-0.1767355,0.1869219,-0.037972312,-0.14545912,-0.09347592,-0.01007356,0.09692251,0.004758357,0.030054433,-0.09669127,-0.0067940643,-0.102676876,-0.027777398,0.02204091,-0.0013152187,-0.07944599,-0.07523238,0.120760426,0.09509687,-0.16535753,0.18507376,-0.014235967,-0.08440329,-0.055455077,-0.024014678,0.011402149,-0.07379261,-0.016923944,0.039151527,-0.0050458163,-0.011575442,-0.04827189,0.15685874,0.086335935,0.018066814,-0.062884636,0.14610614,0.018802652,-0.05794207,0.23392393,0.031024143,0.11718588,-0.03297074,-0.28631523,-0.010368932,-0.009384769,0.06588658,0.037010383,-0.12912585,0.12810785,-0.114022374,0.02179777,0.07062062,-0.019912938,-0.250196,0.023994913,-0.036685605,0.004327003,-0.019349953,-0.010317521,-0.013612411,0.011877657,-0.0899984,-0.3018004,-0.2793604,0.11206577,0.44702378,0.15650722,-0.0032407346,-0.0054300427,0.019413047,0.0106561715,-0.0010918558,-0.0115842065
-0.024131615,0.02478278,-0.024743445,-0.02952023,-0.06435092,0.094655864,-0.10757142,0.121746115,0.20239617,-0.21701087,-0.05847427,0.24308936,-0.054931596,-0.024726642,0.071060635,-0.10845283,-0.12500668,-0.08441272,-0.01210035,-0.023245618,-0.09683664,-0.24084707,0.25808468,0.4345341,-0.13951157,0.093112394,-0.09869712,-0.27605182,-0.224041,0.028422493,0.019372292,-0.23682852,-0.065260924,-0.0103315795,-0.051611513,-0.057755537,0.048214268,-0.15544598,-0.1359763,0.04367342,0.04095795,-0.06889883,-0.0870965,0.070397004,-0.12822594,0.004341094,-0.11127683,-0.033105563,0.021533621,-0.052415892,0.043186925,-0.05386651,-0.05967918,0.066344686,-0.04405035,0.16206153,0.018814843,-0.059525017,-0.018200058,0.069987364,-0.042140286,-0.17806762,-0.020041866,-0.008073576,-0.0076923794,0.036911283,-0.035202086,-0.030990364,-0.04356356,0.09572034,-0.08476888,0.00018986997,0.025094707,0.017226527,0.028071819,-0.016813425,0.0033534686,0.023919497,0.034545794
0.0009845514,-0.0010940286,0.0017800549,0.003582167,0.03290076,-0.048114236,0.15857339,-0.16136742,-0.09494619,-0.0067899358,0.00020666407,0.00067885267,0.03521204,0.028611775,-0.06551291,-0.003916219,0.06677422,0.023103703,-0.023167914,0.043637127,0.006265053,0.010835029,-0.0073974538,-0.00666213,0.036854096,-0.036791887,0.0018161917,0.008244904,0.0017789638,-0.019504724,-0.0061366465,0.009684814,0.0008196879,-0.053681035,-0.0058667217,0.0019986602,0.17696264,0.08213867,0.07652488,-0.20705482,0.20372076,-0.302961,-0.16014123,0.2883845,-0.3524096,-0.10387342,-0.06420439,0.120642334,-0.21376504,-0.05748433,0.1689549,-0.19022633,0.39670852,0.16421372,-0.026525827,0.23223399,-0.04034813,0.007270898,0.16472848,-0.04611102,-0.0075010885,-0.0031886545,-0.007538929,-0.04150981,-0.023498744,-0.06492602,0.06532507,-0.023264237,-0.034238245,-0.119919635,0.10997021,0.10264778,0.008869275,0.006128952,-0.0008893271,-0.010239422,-0.0019423738,-0.00012582813,-0.005560869
0.001939328,0.051617216,-0.008599238,-0.004733691,0.008383986,-0.09865973,0.15292212,-0.13905443,-0.14312714,0.032762535,-0.0037564507,-0.03481539,-0.21861318,-0.15293498,0.36038902,0.028785842,0.028489271,0.013428325,-0.037196472,0.06774993,0.009609497,0.0007533983,-0.010156618,-0.0037053304,0.02443661,-0.021565283,-0.0017867327,0.020546764,0.0040536243,0.020406934,0.0013204528,0.0017103847,0.014533171,-0.037331406,0.012851617,0.0130174635,0.0036005126,0.19631408,0.10798743,0.047134165,0.023615973,0.01653615,-0.08567064,-0.004410575,-0.009672903,0.037266154,-0.12024177,0.12281677,-0.09218103,0.06861009,-0.057878055,0.12376537,-0.2741817,0.04781903,-0.06080213,0.24718466,0.015177615,-0.069394015,0.13210148,-0.09515778,0.06897233,0.03418823,0.02427147,0.075198375,0.049111113,-0.054090656,0.07533679,-0.2503125,-0.16585329,0.31784192,-0.20374194,-0.107490905,0.37368208,-0.03315327,-0.03924969,0.038085688,0.01886124,0.011734367,-0.0022516765
-0.00390894,0.04376537,-0.0018558102,-0.0003245675,-0.036755774,-0.27639493,-0.098617494,0.2927361,-0.093515754,0.044107962,0.00535576,-0.04286178,-0.036966417,-0.0052314634,0.0254552,0.22830376,-0.007620269,0.04329219,0.1355112,-0.10570074,4.113938e-05,-0.021617934,0.041788522,-0.008512727,0.054176755,-0.038519606,-0.00079854747,-0.025366206,-0.03368539,-0.090374,-0.049333364,-0.022389743,-0.022002948,0.09205194,-0.008303347,-0.0055613937,-0.02286638,0.06108209,-0.043041743,-0.088134386,0.32917824,-0.2385353,-0.09372756,-0.058612116,-0.17031257,0.1699656,0.13797724,-0.24961258,-0.053088725,0.28307167,0.029738573,0.027822435,-0.07033768,0.0062678256,0.035901483,-0.05943026,0.13158613,0.11101322,-0.28632772,-0.0626983,0.28626248,-0.03326031,-0.079779625,-0.17653485,-0.1312677,0.0015285317,-0.015389168,0.0136328945,0.032748703,-0.015410674,-0.09053736,-0.060088992,0.0768463,-0.0033655681,0.0069928584,-0.0022749605,-0.0034095817,-0.012898127,0.0022779133
0.0061542215,0.02451858,0.0003253519,0.008638403,-0.026231052,-0.13102339,-0.06277124,0.16805051,-0.027969701,-0.056542825,-0.019699538,0.03220293,-0.003121105,0.03408904,-0.019777173,-0.37504733,-0.014848608,-0.101560935,0.045443468,-0.07506414,0.0006674488,0.047678884,-0.12160053,-0.02006205,-0.028772436,0.047849216,0.024525736,0.07810021,0.10498197,0.20679177,0.10515873,0.04077131,0.015189648,0.07491423,0.03929478,0.035909753,0.005989785,0.03588831,-0.022210434,0.009446312,-0.32407048,-0.01977689,-0.0983111,0.45967028,-0.17304115,0.087634206,0.052316062,-0.16989975,-0.046395745,0.11545576,-0.025446473,0.061605375,-0.07029182,0.048306406,-0.040026173,-0.00066674605,0.08074596,0.08023276,-0.13423827,-0.013563949,0.14796256,0.083071075,0.1453413,0.32400095,0.24744815,0.027673934,0.0011486473,0.02389918,0.02135712,-0.043750644,-0.036588077,0.040538035,0.020123044,-0.00044123793,0.010590027,0.005695936,0.009234907,-0.0016557642,-0.00084375945
-0.00019909423,-0.0010122181,-0.0037663225,-0.004565315,0.008087616,0.01786376,0.01820153,-0.028395345,-0.006332031,-0.040042732,0.019720487,0.064099535,0.018135708,0.017713888,-0.03930268,0.5776507,-0.29349265,0.0431585,-0.003496594,0.06588218,0.011522748,-0.014038935,0.051131625,-0.046019714,0.077955514,-0.05637597,0.003268161,-0.034719218,-0.02598396,-0.19084732,-0.1245248,-0.014727811,0.010907279,-0.026851391,-0.021484222,-0.008560387,-0.013015785,0.00565622,0.0050769057,0.070057206,-0.3957551,0.2201764,-0.0762446,0.37607035,-0.187903,0.010575347,-0.0015127867,0.035074107,0.017768312,0.010852147,-0.09654678,0.14061742,-0.051845554,0.09522469,-0.13766049,0.035659835,-0.03691988,0.028398186,-0.035228312,-0.009899428,-0.011547262,-0.013243599,-0.058269747,-0.112013236,-0.07265826,0.007935392,-0.056971956,-0.0031031903,0.041466173,-0.05922163,0.05784811,-0.012961327,-0.0063540945,-0.003991711,-0.0016585453,0.014779218,0.014962581,-0.024254,-0.022965476
-0.008996654,0.0036555438,-0.010198245,-0.00971255,0.0005257689,-0.01725688,-0.001773085,0.014624339,-0.0072434056,0.06582571,0.027022116,-0.044624243,0.005963803,0.034070402,-0.023841863,-0.2153514,0.7033992,0.13308433,0.09429292,-0.025691573,0.021462759,-0.04024508,0.16472214,-0.003872535,0.05934285,-0.046275157,-0.01615876,-0.07792578,-0.098667786,-0.27052468,-0.09884079,-0.041439157,-0.02292068,0.015528858,-0.011461967,-0.015069018,-0.019946642,-0.0032021762,0.0018639115,0.11817042,-0.19212088,0.22317667,-0.09138704,0.14014725,-0.09980114,0.06751323,-0.02806641,-0.012728443,0.0084122615,0.017405897,-0.08817762,-0.059596676,-0.109987885,0.06581599,0.15950704,0.03321942,-0.062997155,0.031830166,-0.007148123,-0.039074972,-0.009209185,-0.044007156,-0.10646453,-0.18337972,-0.1335691,-0.09396675,0.026475647,0.0038802815,0.020766767,-0.03579825,0.016005073,0.034713253,0.0126679735,0.00970358,0.0046124514,-0.02446467,-0.026647625,0.006498828,0.013904155
0.0013085506,0.008018026,-0.00433779,0.0022266605,0.002142223,-0.019612359,-0.004646116,0.0017146716,-0.010971326,-0.5870396,-0.039622672,0.5878208,-0.0102443965,-0.012408488,0.01981657,0.03686147,0.18185486,0.053993396,-0.086579055,0.09711104,0.064513154,0.026712371,-0.06700326,-0.20816427,0.19170885,-0.19461311,0.07626785,-0.024348814,0.08633113,-0.17169389,-0.087681,0.026029868,0.022246122,0.007807814,0.014846467,0.016715482,-0.0069649755,0.022343127,0.016488433,-0.03086768,0.06830059,-0.054299686,0.0464516,-0.061265774,0.0636069,-0.033150125,-0.005914723,-0.0016077127,-0.024405304,0.024152389,0.009850526,0.0015779007,0.014651104,-0.044979993,0.029745724,-0.060933094,0.037263032,0.021108702,-0.008061753,0.008567454,0.03481159,0.047548566,0.05257676,0.113093555,0.075616464,0.09656734,-0.07825847,-0.0065988265,0.0034726292,0.009541854,-0.010654945,-0.02957273,0.018858822,-0.010957596,0.0038967954,-0.001018153,-0.006428471,-0.010035864,-0.01086791
-0.0020353647,-0.015959378,0.0010152786,-0.006103841,0.0019691712,0.02274227,-0.0050966777,-0.0065887608,0.033905886,-0.12418849,-0.017776206,0.11764815,-0.0033258956,-0.011324709,0.010705413,0.057161994,-0.07107427,-0.0051251515,0.4091231,-0.47492683,0.022761982,0.003752962,-0.013779242,-0.04492581,0.039629642,-0.04633557,0.013288514,-0.013298004,0.021679932,-0.013554441,-0.011512219,0.0041004657,0.00688825,-0.039402537,0.003546224,0.007866286,-0.026201008,-0.048875768,-0.0625145,0.028377833,-0.010261442,-0.02742699,0.08459905,-0.00018047866,0.0074663237,0.086344056,0.12556966,0.046486147,0.060236283,-0.016127568,-0.015929226,0.018469084,0.054636262,-0.04782293,-0.025035921,0.03132892,-0.1630414,-0.21724682,0.031833492,-0.046518274,-0.064783,0.026670901,0.010706333,0.060325157,0.028657218,-0.42711893,0.48457873,-0.015928615,-0.017385963,0.006213394,0.015341805,-0.0035531146,0.010931512,-0.010530643,-0.009591905,-0.00050917524,-0.0009869218,0.004327871,0.008921628
0.00044059544,-0.009782604,0.0041565457,0.005027495,0.0008845416,0.0052863187,-0.010548795,0.005010046,0.017232692,-0.03430462,0.0016595491,0.032854203,0.0032386098,-0.0028593512,-0.0064916112,-0.034947522,-0.05658112,-0.0116999345,0.5123872,0.4460944,-0.004599922,0.0015542696,-0.024747256,-0.03360412,-0.02188289,0.01869273,0.015891708,0.0063138274,0.028703544,0.07686541,0.039259303,0.006267894,-0.005001983,-0.0030774393,0.0042450135,-0.00745101,0.00308319,-0.008414576,-0.0024285344,-0.011139633,0.03509087,-0.0032869126,0.0025701097,-0.035234716,0.0054125595,0.12489516,-0.118623726,0.0027916785,0.004850802,-0.009356507,0.023815414,-0.004904776,-0.015775453,-0.008385817,-0.010134379,0.013617539,-0.12587857,0.107529975,0.014993252,0.007390139,-0.0084673455,-0.013235173,0.01826691,0.014893085,0.009147806,-0.5038843,-0.4501713,0.00934948,-0.0044811033,0.0077024214,0.0017992523,0.0015738907,-0.021030584,0.002329614,0.004362489,0.009252512,0.0037034214,-0.0070317686,-0.006294766
0.0024196862,-0.005393391,0.0026795277,0.004028245,0.003413647,-0.015304723,0.00026324298,0.008975694,-0.025511721,-0.035957813,-0.012801559,0.027844837,-0.010559649,0.002487314,-0.004824227,-0.054613024,0.00930701,0.006293759,-0.0656783,0.08080207,-0.018674508,0.018264141,-0.09778654,0.020377984,-0.045161016,0.031824354,0.00862056,0.02511309,0.042815186,0.084536895,0.03694438,0.016596705,-0.012027023,-0.014260698,0.004585766,0.004152969,-0.06736488,0.0068517295,0.019652987,0.3914778,0.028542805,-0.14328785,0.43114632,0.04816772,-0.31039473,0.06979658,0.10669207,-0.00919116,0.07527888,0.03458574,-0.34814298,-0.012762434,0.16187537,-0.41425455,-0.007151444,0.28337982,-0.044266734,-0.08294541,-0.02026637,-0.11991554,-0.030650148,-0.0074280123,-0.049772635,-0.13982217,-0.084787585,0.06912216,-0.08537677,-0.030175056,-0.0038709678,-0.03227098,0.018798353,0.00629448,0.043650813,0.012212429,-0.0034332313,-7.107116e-05,-0.00042818207,0.0019784172,0.0043666516
